Date,Open,High,Low,Close,Volume,Market Cap
2013-08-04,0.005874,0.005927,0.005874,0.005882,-,"45,921,000"
2013-08-05,0.005875,0.00598,0.005613,0.005613,-,"45,928,400"
2013-08-06,0.005637,0.005661,0.004629,0.00468,-,"44,067,600"
2013-08-07,0.0046689999999999995,0.004682,0.004333,0.004417,-,"36,503,500"
2013-08-08,0.004397,0.004424,0.004175,0.004254,-,"34,372,500"
2013-08-09,0.004257,0.004367,0.004253,0.004291,-,"33,282,700"
2013-08-10,0.004291,0.004366,0.004279,0.004314,-,"33,547,500"
2013-08-11,0.004314,0.0044210000000000005,0.0043,0.004415,-,"33,725,000"
2013-08-12,0.004414,0.004520000000000001,0.004359,0.004449,-,"34,511,100"
2013-08-13,0.004463,0.004463,0.004171,0.0042450000000000005,-,"34,893,700"
2013-08-14,0.004267,0.004267,0.003785,0.003788,-,"33,359,300"
2013-08-15,0.003788,0.003804,0.0030670000000000003,0.003092,-,"29,615,000"
2013-08-16,0.003082,0.0031620000000000003,0.002875,0.003134,-,"24,092,600"
2013-08-17,0.0031379999999999997,0.005684000000000001,0.0031379999999999997,0.005671,-,"24,533,400"
2013-08-18,0.005686999999999999,0.006263,0.0055850000000000006,0.0056170000000000005,-,"44,458,200"
2013-08-19,0.005587,0.0058390000000000004,0.005222999999999999,0.00526,-,"43,678,200"
2013-08-20,0.005376,0.006157999999999999,0.005309,0.006097999999999999,-,"42,031,100"
2013-08-21,0.006097999999999999,0.0063490000000000005,0.00595,0.006131,-,"47,675,800"
2013-08-22,0.006131,0.006138,0.005143,0.005143,-,"47,928,700"
2013-08-23,0.005179,0.005232,0.004919,0.005139,-,"40,487,300"
2013-08-24,0.005139,0.005603,0.0051259999999999995,0.005546,-,"40,176,000"
2013-08-25,0.005526,0.006148,0.005519,0.006104,-,"43,198,100"
2013-08-26,0.006104,0.006506999999999999,0.006065,0.006417,-,"47,719,500"
2013-08-27,0.006468000000000001,0.006936,0.006372999999999999,0.006451999999999999,-,"50,569,200"
2013-08-28,0.006451,0.006462999999999999,0.006065999999999999,0.006246,-,"50,433,400"
2013-08-29,0.006246,0.006246,0.005756,0.005763,-,"48,829,100"
2013-08-30,0.00576,0.0062640000000000005,0.00561,0.0059299999999999995,-,"45,034,300"
2013-08-31,0.005913,0.0060810000000000005,0.005576,0.005632,-,"46,223,800"
2013-09-01,0.0056229999999999995,0.005872,0.005574,0.005787,-,"43,960,300"
2013-09-02,0.005799,0.006115,0.005507,0.005528,-,"45,334,600"
2013-09-03,0.005518,0.005693,0.005405,0.0056700000000000006,-,"43,139,800"
2013-09-04,0.00566,0.0062759999999999995,0.005507,0.005695,-,"44,248,300"
2013-09-05,0.005696,0.005991,0.005474000000000001,0.005715,-,"44,529,800"
2013-09-06,0.005717,0.006151,0.005627,0.005866,-,"44,698,500"
2013-09-07,0.005853,0.00627,0.005832,0.006173,-,"45,756,200"
