Date,Open,High,Low,Close,Volume,Market Cap
2016-09-09,0.181483,0.558951,0.181357,0.558478,"1,349",-
2016-09-10,0.5585359999999999,0.5591430000000001,0.37096,0.39100100000000004,811,-
2016-09-11,0.390948,0.398459,0.37279,0.37615,879,-
2016-09-12,0.376312,0.376671,0.36044299999999996,0.374598,"1,116",-
2016-09-13,0.374469,0.375092,0.301766,0.30950900000000003,"3,337",-
2016-09-14,0.30951599999999996,0.337779,0.306223,0.325127,"4,129",-
2016-09-15,0.32518800000000003,0.365124,0.325024,0.34983200000000003,"1,982",-
2016-09-16,0.34972600000000004,0.389464,0.348948,0.388858,"15,105",-
2016-09-17,0.388924,0.427314,0.388896,0.426568,"21,060",-
2016-09-18,0.426591,0.427137,0.384916,0.384916,"105,159",-
2016-09-19,0.384877,0.384881,0.33120700000000003,0.331296,"1,448",-
2016-09-20,0.331291,0.336507,0.309502,0.312621,"1,171",-
2016-09-21,0.312539,0.318675,0.303564,0.303794,156,-
2016-09-22,0.303806,0.308768,0.252592,0.252723,"54,002",-
2016-09-23,0.252745,0.277371,0.24146199999999998,0.24323699999999998,"16,845",-
2016-09-24,0.243321,0.25485,0.21384299999999998,0.21384299999999998,"21,740",-
2016-09-25,0.21384299999999998,0.22454699999999997,0.192797,0.198994,"3,075",-
2016-09-26,0.19911800000000002,0.22450599999999998,0.193879,0.202491,"9,657",-
2016-09-27,0.20247300000000001,0.20247300000000001,0.179976,0.197913,"19,806",-
2016-09-28,0.197915,0.21275,0.184495,0.194798,"6,354",-
2016-09-29,0.19484500000000002,0.208155,0.175516,0.19173800000000002,"11,050",-
2016-09-30,0.191685,0.194601,0.180176,0.18493900000000002,"2,032",-
2016-10-01,0.184979,0.216455,0.184979,0.202293,"2,748",-
2016-10-02,0.202302,0.202303,0.177092,0.177279,"4,178",-
2016-10-03,0.17761300000000002,0.192425,0.17761300000000002,0.178713,913,-
2016-10-04,0.17865899999999998,0.185843,0.17865899999999998,0.185843,506,-
2016-10-05,0.185765,0.289548,0.179917,0.289392,"1,864",-
2016-10-06,0.28936100000000003,0.29133400000000004,0.180059,0.180059,"2,612",-
2016-10-07,0.179898,0.20284000000000002,0.179898,0.20284000000000002,"5,785",-
2016-10-08,0.202812,0.22303699999999999,0.185864,0.205229,"31,830",-
2016-10-09,0.20504499999999998,0.20504499999999998,0.178857,0.186541,"30,052",-
2016-10-10,0.18646600000000002,0.202517,0.180081,0.193108,"11,204",-
